timestamp,stock,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,volume,price_change,OFI_1,OFI_2,OFI_3,OFI_4,OFI_5
2025-01-01 09:30:49,AAPL,119.61,150.55,159.5,133.93,156.94,119.66,150.58,159.54,133.97,156.99,32,46,16,68,37,54,85,14,95,55,106,0.27,-47.0,8.0,-76.0,36.0,2.0
2025-01-01 09:30:50,AAPL,173.59,184.81,112.28,187.64,164.29,173.63,184.86,112.31,187.66,164.32999999999998,67,87,12,20,5,37,38,94,9,98,152,-0.41,35.0,41.0,-80.0,-48.0,-32.0
2025-01-01 09:30:51,AAPL,194.85,176.36,114.01,186.85,148.74,194.9,176.4,114.04,186.86,148.76000000000002,40,66,25,73,22,4,26,58,29,98,826,0.37,-27.0,12.0,13.0,-20.0,0.0
2025-01-01 09:30:52,AAPL,182.26,152.97,181.51,149.81,106.72,182.29,153.0,181.55,149.82,106.74,27,57,31,6,91,40,98,12,53,71,784,0.68,-36.0,-72.0,6.0,-24.0,27.0
2025-01-01 09:30:53,AAPL,140.44,177.09,142.2,135.39,195.86,140.46,177.1,142.23999999999998,135.39999999999998,195.9,11,36,59,39,99,54,98,55,24,22,168,-0.03,-14.0,-21.0,-43.0,29.0,8.0
2025-01-01 09:30:54,AAPL,126.99,153.98,116.2,184.15,184.64,127.04,154.0,116.23,184.18,184.66,40,17,1,89,61,43,42,25,39,35,230,-0.84,11.0,56.0,30.0,50.0,-13.0
2025-01-01 09:30:55,AAPL,100.23,196.77,100.53,110.31,131.46,100.27,196.82,100.57,110.35,131.49,12,62,80,88,83,8,95,21,81,87,584,0.38,35.0,45.0,4.0,-42.0,-52.0
2025-01-01 09:30:56,AAPL,184.92,124.97,148.94,122.12,198.77,184.97,124.98,148.98,122.17,198.79,85,86,7,14,79,7,9,48,72,59,826,0.59,73.0,86.0,-73.0,-74.0,-4.0
2025-01-01 09:30:57,AAPL,174.51,105.49,145.51,152.24,164.45,174.54999999999998,105.51,145.54,152.27,164.5,43,40,90,55,87,39,15,4,93,86,496,0.25,-32.0,-6.0,44.0,41.0,-27.0
2025-01-01 09:30:58,AAPL,188.6,161.59,123.3,102.44,187.01,188.61,161.63,123.33,102.49,187.05,39,46,29,62,93,62,57,16,56,10,458,0.05,-4.0,6.0,-12.0,37.0,6.0
2025-01-01 09:30:59,AAPL,173.23,100.33,146.73,129.7,185.28,173.26999999999998,100.36,146.75,129.75,185.29,15,49,88,68,12,59,37,61,43,70,906,0.76,3.0,20.0,59.0,6.0,-60.0
2025-01-01 09:31:00,AAPL,194.47,146.74,161.34,116.7,199.12,194.49,146.79000000000002,161.38,116.73,199.15,74,98,57,90,41,3,6,5,5,54,146,-0.57,59.0,49.0,-31.0,38.0,29.0
2025-01-01 09:31:01,AAPL,151.83,159.73,152.5,126.02,151.52,151.86,159.78,152.55,126.05,151.55,89,73,68,14,98,11,56,67,92,29,748,-0.91,-8.0,-25.0,-62.0,-76.0,25.0
2025-01-01 09:31:02,AAPL,185.22,103.54,132.91,193.16,173.52,185.24,103.56,132.92,193.2,173.53,18,70,37,60,48,77,28,69,77,81,213,-0.01,-71.0,28.0,-2.0,46.0,-50.0
2025-01-01 09:31:03,AAPL,148.06,159.24,182.47,134.78,167.8,148.09,159.26000000000002,182.52,134.82,167.84,97,59,59,48,41,13,45,89,53,42,455,0.24,64.0,-11.0,22.0,24.0,39.0
2025-01-01 09:31:04,AAPL,175.27,115.86,188.09,187.18,102.92,175.31,115.88,188.11,187.22,102.94,2,78,77,93,12,39,66,96,13,46,766,0.96,-95.0,-21.0,18.0,45.0,-4.0
2025-01-01 09:31:05,AAPL,163.18,125.98,163.4,154.0,177.98,163.19,126.02,163.43,154.05,178.0,60,79,94,37,93,22,68,20,96,68,830,-0.67,17.0,1.0,76.0,-83.0,81.0
2025-01-01 09:31:06,AAPL,177.1,170.86,147.36,105.79,107.47,177.14,170.91000000000005,147.4,105.82,107.51,52,76,7,29,11,33,6,79,32,51,558,0.37,-8.0,-3.0,-59.0,64.0,17.0
2025-01-01 09:31:07,AAPL,144.59,127.36,199.71,142.62,145.14,144.61,127.4,199.75,142.64,145.14999999999998,78,84,22,75,27,67,81,56,92,93,120,0.82,-34.0,-75.0,15.0,46.0,16.0
2025-01-01 09:31:08,AAPL,185.74,196.45,176.01,144.23,131.2,185.76,196.49,176.04999999999998,144.25,131.23999999999998,24,12,18,15,80,27,72,60,46,89,756,-0.82,-54.0,-72.0,-4.0,-60.0,4.0
2025-01-01 09:31:09,AAPL,115.37,145.37,153.04,101.79,179.68,115.39,145.42000000000002,153.09,101.81,179.71,94,78,71,17,84,9,38,48,60,63,825,0.16,18.0,34.0,12.0,-14.0,4.0
2025-01-01 09:31:10,AAPL,126.9,179.76,131.04,145.52,101.16,126.91,179.79,131.07,145.55,101.18,45,89,33,41,8,11,86,51,88,41,500,-0.79,-49.0,11.0,-3.0,24.0,22.0
2025-01-01 09:31:11,AAPL,157.09,101.84,148.24,121.03,134.6,157.13,101.89,148.25,121.06,134.65,30,33,77,26,22,66,38,90,46,15,205,-0.67,-15.0,48.0,44.0,42.0,14.0
2025-01-01 09:31:12,AAPL,110.46,163.64,170.65,103.16,193.62,110.47,163.67,170.69,103.2,193.66,62,84,62,7,75,84,80,4,6,58,121,-0.1,-18.0,51.0,-15.0,40.0,53.0
2025-01-01 09:31:13,AAPL,164.36,152.64,173.16,108.16,106.04,164.38000000000002,152.66,173.2,108.18,106.09,45,8,93,53,55,32,51,44,82,70,822,-0.54,-17.0,29.0,31.0,46.0,-12.0
2025-01-01 09:31:14,AAPL,199.63,197.48,165.03,119.95,168.02,199.64,197.49,165.05,119.98,168.06,31,58,61,24,20,37,4,92,20,60,251,0.09,-14.0,50.0,-48.0,-29.0,-35.0
2025-01-01 09:31:15,AAPL,151.4,158.81,102.94,139.55,160.62,151.43,158.85,102.98,139.60000000000002,160.64,12,3,18,40,21,15,97,99,26,8,199,0.82,22.0,-93.0,-7.0,16.0,52.0
2025-01-01 09:31:16,AAPL,117.97,123.75,197.14,118.1,185.44,118.0,123.77,197.18,118.13,185.47,89,84,2,70,17,89,28,66,35,5,548,0.55,-74.0,69.0,-16.0,-9.0,-4.0
2025-01-01 09:31:17,AAPL,113.09,196.98,145.38,123.61,107.35,113.11,197.01,145.4,123.65,107.38,20,8,43,76,1,57,64,84,28,37,786,0.33,32.0,-76.0,-18.0,6.0,-32.0
2025-01-01 09:31:18,AAPL,147.46,184.42,180.57,158.54,186.83,147.48000000000002,184.43,180.59,158.54999999999998,186.86,20,26,29,1,35,70,59,69,33,51,305,0.38,0.0,5.0,-14.0,-75.0,34.0
2025-01-01 09:31:19,AAPL,139.74,147.99,168.6,101.74,132.31,139.79000000000002,148.02,168.62,101.77,132.33,38,84,23,45,52,80,50,8,85,1,875,-0.69,-10.0,9.0,61.0,-52.0,50.0
2025-01-01 09:31:20,AAPL,123.46,196.33,125.53,166.16,197.86,123.48,196.34,125.55,166.2,197.9,76,91,72,89,46,68,33,1,19,31,753,-0.21,12.0,7.0,7.0,44.0,-6.0
2025-01-01 09:31:21,AAPL,165.12,110.66,165.78,199.94,104.82,165.17000000000002,110.69,165.82,199.98,104.85,75,68,98,4,19,70,98,82,13,23,950,0.74,-1.0,-65.0,26.0,-85.0,8.0
2025-01-01 09:31:22,AAPL,137.57,129.69,164.91,132.84,163.02,137.6,129.72,164.94,132.87,163.05,96,35,44,90,11,99,72,78,74,66,876,-0.24,-29.0,-33.0,4.0,-61.0,-8.0
2025-01-01 09:31:23,AAPL,186.33,151.91,147.92,102.56,134.12,186.36,151.94,147.95,102.59,134.15,48,87,70,46,43,21,23,80,47,15,892,0.31,-48.0,52.0,-2.0,27.0,51.0
2025-01-01 09:31:24,AAPL,138.01,119.72,147.92,119.46,116.63,138.04,119.75,147.95999999999998,119.51,116.66,8,16,36,30,18,2,49,77,4,90,444,0.04,19.0,-26.0,0.0,-16.0,-75.0
2025-01-01 09:31:25,AAPL,112.32,185.94,179.98,118.46,129.53,112.36,185.96,180.03,118.49,129.54,54,1,44,45,47,13,22,21,86,92,125,-0.58,-11.0,-15.0,8.0,-82.0,29.0
2025-01-01 09:31:26,AAPL,161.1,141.1,183.99,190.0,135.34,161.12,141.14,184.01,190.04,135.37,74,89,18,19,36,74,97,55,69,47,660,0.47,20.0,-75.0,-26.0,-26.0,-11.0
2025-01-01 09:31:27,AAPL,186.28,121.67,109.57,102.36,164.2,186.31,121.7,109.59,102.39,164.23,25,2,64,35,7,85,18,67,42,39,852,-0.97,-49.0,79.0,-12.0,27.0,-29.0
2025-01-01 09:31:28,AAPL,134.11,181.87,160.32,133.72,190.55,134.15,181.89,160.36,133.75,190.58,97,70,41,68,13,49,60,2,60,5,527,-0.53,36.0,68.0,-23.0,33.0,6.0
2025-01-01 09:31:29,AAPL,154.0,188.01,165.09,153.3,132.43,154.02,188.05,165.14,153.34,132.46,98,87,30,8,22,44,58,36,69,77,576,0.38,1.0,17.0,-11.0,-60.0,-72.0
2025-01-01 09:31:30,AAPL,120.09,153.58,109.67,145.04,175.62,120.11,153.62,109.71,145.09,175.64,92,5,84,65,30,21,84,70,22,82,555,0.51,23.0,-26.0,-34.0,47.0,8.0
2025-01-01 09:31:31,AAPL,112.77,182.61,178.2,170.87,103.62,112.79,182.63,178.22,170.88,103.67,73,65,75,67,52,62,23,26,68,82,410,-0.68,-41.0,60.0,-9.0,2.0,0.0
2025-01-01 09:31:32,AAPL,178.63,157.46,156.66,139.1,150.12,178.66,157.49,156.7,139.14,150.15,78,6,67,80,7,52,14,73,15,21,774,-0.65,5.0,9.0,-47.0,53.0,-45.0
2025-01-01 09:31:33,AAPL,169.5,134.61,197.56,164.1,182.25,169.52,134.65,197.61,164.13,182.28,54,52,3,99,41,6,25,13,98,8,636,-0.53,46.0,-11.0,-64.0,19.0,34.0
2025-01-01 09:31:34,AAPL,108.0,177.67,112.2,159.43,193.64,108.05,177.69,112.24,159.44,193.65,2,60,23,83,31,5,83,34,10,89,741,-0.03,1.0,8.0,-21.0,88.0,-10.0
2025-01-01 09:31:35,AAPL,175.43,161.95,129.74,143.03,117.07,175.44,161.98999999999998,129.76000000000002,143.05,117.11,97,4,4,40,17,52,93,52,36,38,330,0.45,95.0,-10.0,-19.0,-26.0,51.0
2025-01-01 09:31:36,AAPL,179.21,140.48,165.41,135.42,152.55,179.24,140.5,165.44,135.47,152.57000000000002,62,91,21,79,21,10,87,58,39,5,164,-0.35,-35.0,6.0,17.0,-3.0,4.0
2025-01-01 09:31:37,AAPL,183.43,162.93,119.89,106.46,104.26,183.45,162.95000000000002,119.93,106.49,104.28,26,68,34,52,82,99,93,52,29,38,653,0.57,-36.0,-23.0,6.0,10.0,-33.0
2025-01-01 09:31:38,AAPL,189.21,195.53,178.69,131.54,168.81,189.24,195.55,178.73,131.54999999999998,168.86,21,28,75,34,8,59,86,72,49,79,954,0.04,-5.0,-40.0,41.0,-18.0,-74.0
2025-01-01 09:31:39,AAPL,115.02,173.74,151.22,168.02,104.17,115.03,173.78,151.23,168.03,104.18,5,20,21,58,31,11,52,15,83,7,598,-0.63,48.0,34.0,57.0,24.0,72.0
2025-01-01 09:31:40,AAPL,117.41,109.84,166.03,176.44,126.5,117.42,109.85,166.08,176.46,126.54,25,73,66,79,50,67,49,36,68,78,716,0.29,20.0,3.0,45.0,21.0,19.0
2025-01-01 09:31:41,AAPL,153.03,104.2,196.85,179.87,129.28,153.08,104.23,196.88,179.91,129.32,98,11,10,15,17,40,18,55,73,25,587,-0.14,73.0,31.0,-56.0,-64.0,-33.0
2025-01-01 09:31:42,AAPL,143.94,161.29,194.31,124.07,112.15,143.96,161.34,194.35,124.09,112.19,39,12,47,18,21,13,21,8,46,7,762,0.31,27.0,1.0,47.0,27.0,18.0
2025-01-01 09:31:43,AAPL,117.74,154.5,198.47,193.74,104.32,117.76,154.52,198.51,193.78,104.34,23,88,44,77,22,43,37,61,97,56,614,-0.4,-30.0,-16.0,-3.0,59.0,-49.0
2025-01-01 09:31:44,AAPL,156.5,168.89,187.33,163.63,176.11,156.52,168.92,187.34,163.65,176.15,65,4,99,96,64,98,89,10,21,46,330,0.23,42.0,-84.0,51.0,76.0,42.0
2025-01-01 09:31:45,AAPL,168.79,137.53,153.87,152.42,184.8,168.82999999999998,137.57,153.88,152.45999999999998,184.84,20,75,16,95,70,56,83,58,4,4,119,0.56,-45.0,6.0,-48.0,17.0,6.0
2025-01-01 09:31:46,AAPL,121.72,113.78,166.3,100.19,117.84,121.73,113.8,166.32000000000002,100.22,117.87,71,4,93,14,3,88,80,58,55,4,987,0.21,-32.0,3.0,77.0,-51.0,-0.0
2025-01-01 09:31:47,AAPL,167.65,180.5,126.98,182.5,149.83,167.66,180.51,127.0,182.54,149.87,31,64,19,48,45,94,55,55,97,18,930,-0.56,-40.0,60.0,3.0,34.0,42.0
2025-01-01 09:31:48,AAPL,159.82,173.57,199.83,193.31,164.26,159.85,173.61,199.87,193.32,164.29,78,75,9,90,16,69,61,10,50,3,718,-0.95,25.0,-6.0,-10.0,42.0,-29.0
2025-01-01 09:31:49,AAPL,183.17,127.31,151.81,129.87,194.07,183.19,127.34,151.85,129.91,194.09,49,21,74,64,5,70,90,4,39,35,740,0.56,-29.0,-29.0,6.0,11.0,-11.0
2025-01-01 09:31:50,AAPL,100.7,105.73,122.52,113.13,139.88,100.75,105.76,122.53,113.15,139.89,86,92,7,35,55,92,14,10,80,16,281,-0.14,-22.0,76.0,-6.0,-41.0,19.0
2025-01-01 09:31:51,AAPL,184.48,126.81,115.64,185.31,104.65,184.51,126.84,115.66,185.33,104.69,70,15,82,32,75,20,88,15,48,71,525,0.66,-16.0,-77.0,-5.0,-3.0,-55.0
2025-01-01 09:31:52,AAPL,178.77,162.44,149.45,197.96,114.5,178.81,162.46,149.47,197.98,114.55,12,61,41,33,50,68,71,86,33,81,763,-0.77,-48.0,46.0,-41.0,1.0,-25.0
2025-01-01 09:31:53,AAPL,186.01,172.28,106.77,170.78,154.35,186.02,172.31,106.8,170.8,154.4,57,66,74,98,16,51,39,86,76,88,393,0.61,45.0,5.0,0.0,-43.0,-34.0
2025-01-01 09:31:54,AAPL,145.92,105.2,178.63,120.14,125.86,145.94,105.22,178.67,120.17,125.88,85,79,86,92,14,27,40,58,28,26,980,-0.95,24.0,-1.0,12.0,48.0,62.0
2025-01-01 09:31:55,AAPL,106.52,146.39,190.92,153.87,149.78,106.53,146.42999999999998,190.96,153.9,149.82,51,11,12,74,8,24,92,41,36,85,171,0.6,3.0,-68.0,-74.0,-18.0,-6.0
2025-01-01 09:31:56,AAPL,139.6,191.51,153.3,115.8,169.59,139.64,191.53,153.34,115.85,169.61,40,33,92,1,8,32,48,4,94,70,465,-0.83,-11.0,22.0,37.0,-58.0,0.0
2025-01-01 09:31:57,AAPL,188.24,180.36,150.52,196.71,141.78,188.29,180.4,150.56,196.73,141.83,95,59,27,69,25,3,97,68,25,20,765,-0.84,55.0,-49.0,-64.0,68.0,50.0
2025-01-01 09:31:58,AAPL,173.15,118.74,185.82,181.91,154.08,173.19,118.76,185.85,181.95,154.11,85,88,98,86,3,76,92,30,90,21,255,0.65,-73.0,5.0,71.0,-65.0,-22.0
2025-01-01 09:31:59,AAPL,110.06,123.99,114.2,134.79,145.04,110.1,124.03,114.23,134.81,145.07999999999998,11,94,15,91,35,33,84,16,34,66,582,0.37,43.0,6.0,14.0,56.0,-45.0
2025-01-01 09:32:00,AAPL,106.96,117.49,185.57,122.72,183.7,106.98,117.53,185.61,122.75,183.72,63,21,99,57,53,46,14,76,17,39,492,0.58,-13.0,70.0,84.0,17.0,18.0
2025-01-01 09:32:01,AAPL,166.5,126.03,190.72,167.07,156.04,166.51,126.06,190.75,167.11,156.07,35,19,30,78,84,25,40,88,14,26,713,-0.44,-28.0,-2.0,-69.0,21.0,13.0
2025-01-01 09:32:02,AAPL,185.83,129.22,191.08,175.4,180.49,185.84,129.27,191.12,175.42000000000002,180.53,19,47,14,38,53,61,36,40,81,30,364,-0.98,-16.0,28.0,-16.0,-40.0,-31.0
2025-01-01 09:32:03,AAPL,146.88,130.13,159.84,129.72,129.99,146.92,130.14,159.89,129.76,130.03,86,41,55,16,93,62,48,30,12,35,878,0.99,-1.0,-6.0,10.0,69.0,-5.0
2025-01-01 09:32:04,AAPL,185.57,152.14,106.36,183.14,159.9,185.58,152.14999999999998,106.41,183.18,159.94,88,96,65,8,45,87,47,40,76,54,687,-0.07,2.0,55.0,-10.0,-8.0,-48.0
