timestamp,stock,volume,price_change
2025-01-01 09:30:57,AAPL,496,0.25
2025-01-01 09:30:58,AAPL,458,0.05
2025-01-01 09:30:59,AAPL,906,0.76
2025-01-01 09:31:00,AAPL,146,-0.57
2025-01-01 09:31:01,AAPL,748,-0.91
2025-01-01 09:31:02,AAPL,213,-0.01
2025-01-01 09:31:03,AAPL,455,0.24
2025-01-01 09:31:04,AAPL,766,0.96
2025-01-01 09:31:05,AAPL,830,-0.67
2025-01-01 09:31:06,AAPL,558,0.37
2025-01-01 09:31:07,AAPL,120,0.82
2025-01-01 09:31:08,AAPL,756,-0.82
2025-01-01 09:31:09,AAPL,825,0.16
2025-01-01 09:31:10,AAPL,500,-0.79
2025-01-01 09:31:11,AAPL,205,-0.67
2025-01-01 09:31:12,AAPL,121,-0.1
2025-01-01 09:31:13,AAPL,822,-0.54
2025-01-01 09:31:14,AAPL,251,0.09
2025-01-01 09:31:15,AAPL,199,0.82
2025-01-01 09:31:16,AAPL,548,0.55
2025-01-01 09:31:17,AAPL,786,0.33
2025-01-01 09:31:18,AAPL,305,0.38
2025-01-01 09:31:19,AAPL,875,-0.69
2025-01-01 09:31:20,AAPL,753,-0.21
2025-01-01 09:31:21,AAPL,950,0.74
2025-01-01 09:31:22,AAPL,876,-0.24
2025-01-01 09:31:23,AAPL,892,0.31
2025-01-01 09:31:24,AAPL,444,0.04
2025-01-01 09:31:25,AAPL,125,-0.58
2025-01-01 09:31:26,AAPL,660,0.47
2025-01-01 09:31:27,AAPL,852,-0.97
2025-01-01 09:31:28,AAPL,527,-0.53
2025-01-01 09:31:29,AAPL,576,0.38
2025-01-01 09:31:30,AAPL,555,0.51
2025-01-01 09:31:31,AAPL,410,-0.68
2025-01-01 09:31:32,AAPL,774,-0.65
2025-01-01 09:31:33,AAPL,636,-0.53
2025-01-01 09:31:34,AAPL,741,-0.03
2025-01-01 09:31:35,AAPL,330,0.45
2025-01-01 09:31:36,AAPL,164,-0.35
2025-01-01 09:31:37,AAPL,653,0.57
2025-01-01 09:31:38,AAPL,954,0.04
2025-01-01 09:31:39,AAPL,598,-0.63
2025-01-01 09:31:40,AAPL,716,0.29
2025-01-01 09:31:41,AAPL,587,-0.14
2025-01-01 09:31:42,AAPL,762,0.31
2025-01-01 09:31:43,AAPL,614,-0.4
2025-01-01 09:31:44,AAPL,330,0.23
2025-01-01 09:31:45,AAPL,119,0.56
2025-01-01 09:31:46,AAPL,987,0.21
2025-01-01 09:31:47,AAPL,930,-0.56
2025-01-01 09:31:48,AAPL,718,-0.95
2025-01-01 09:31:49,AAPL,740,0.56
2025-01-01 09:31:50,AAPL,281,-0.14
2025-01-01 09:31:51,AAPL,525,0.66
2025-01-01 09:31:52,AAPL,763,-0.77
2025-01-01 09:31:53,AAPL,393,0.61
2025-01-01 09:31:54,AAPL,980,-0.95
2025-01-01 09:31:55,AAPL,171,0.6
2025-01-01 09:31:56,AAPL,465,-0.83
2025-01-01 09:31:57,AAPL,765,-0.84
2025-01-01 09:31:58,AAPL,255,0.65
2025-01-01 09:31:59,AAPL,582,0.37
2025-01-01 09:32:00,AAPL,492,0.58
2025-01-01 09:32:01,AAPL,713,-0.44
2025-01-01 09:32:02,AAPL,364,-0.98
2025-01-01 09:32:03,AAPL,878,0.99
2025-01-01 09:32:04,AAPL,687,-0.07
2025-01-01 09:32:05,AAPL,460,0.01
2025-01-01 09:32:06,AAPL,148,-0.98
2025-01-01 09:32:07,AAPL,140,-0.94
2025-01-01 09:32:08,AAPL,442,0.44
2025-01-01 09:32:09,AAPL,918,0.19
2025-01-01 09:32:10,AAPL,456,-0.75
2025-01-01 09:32:11,AAPL,162,-0.8
2025-01-01 09:32:12,AAPL,518,-0.32
2025-01-01 09:32:13,AAPL,254,-0.58
2025-01-01 09:32:14,AAPL,737,-0.22
2025-01-01 09:32:15,AAPL,379,1.0
2025-01-01 09:32:16,AAPL,921,0.07
2025-01-01 09:32:17,AAPL,498,0.21
2025-01-01 09:32:18,AAPL,905,-0.49
2025-01-01 09:32:19,AAPL,833,-0.98
2025-01-01 09:32:20,AAPL,901,-0.84
2025-01-01 09:32:21,AAPL,112,0.33
2025-01-01 09:32:22,AAPL,130,0.78
2025-01-01 09:32:23,AAPL,730,-0.68
2025-01-01 09:32:24,AAPL,256,0.86
2025-01-01 09:32:25,AAPL,828,0.41
2025-01-01 09:32:26,AAPL,402,-0.78
2025-01-01 09:32:27,AAPL,362,-0.75
2025-01-01 09:32:28,AAPL,201,-0.33
2025-01-01 09:32:29,AAPL,894,0.15
2025-01-01 09:32:30,AAPL,875,0.57
2025-01-01 09:32:31,AAPL,242,0.12
2025-01-01 09:32:32,AAPL,799,0.08
2025-01-01 09:32:33,AAPL,309,0.09
2025-01-01 09:32:34,AAPL,798,0.96
2025-01-01 09:32:35,AAPL,451,-0.38
2025-01-01 09:32:36,AAPL,702,-0.49
2025-01-01 09:32:37,AAPL,116,0.58
2025-01-01 09:32:38,AAPL,923,0.16
2025-01-01 09:32:39,AAPL,520,-0.08
2025-01-01 09:32:40,AAPL,456,0.45
2025-01-01 09:32:41,AAPL,305,-0.75
2025-01-01 09:32:42,AAPL,935,0.9
2025-01-01 09:32:43,AAPL,172,-0.31
2025-01-01 09:32:44,AAPL,369,0.69
2025-01-01 09:32:45,AAPL,194,-0.38
2025-01-01 09:32:46,AAPL,196,-0.14
2025-01-01 09:32:47,AAPL,227,0.5
2025-01-01 09:32:48,AAPL,303,-0.85
2025-01-01 09:32:49,AAPL,408,-0.97
2025-01-01 09:32:50,AAPL,990,0.54
2025-01-01 09:32:51,AAPL,789,-0.81
2025-01-01 09:32:52,AAPL,836,-0.57
2025-01-01 09:32:53,AAPL,987,0.98
2025-01-01 09:32:54,AAPL,191,-0.16
2025-01-01 09:32:55,AAPL,120,0.49
2025-01-01 09:32:56,AAPL,721,-0.29
2025-01-01 09:32:57,AAPL,338,0.35
2025-01-01 09:32:58,AAPL,333,0.22
2025-01-01 09:32:59,AAPL,857,0.15
2025-01-01 09:33:00,AAPL,350,-0.05
2025-01-01 09:33:01,AAPL,998,-0.97
2025-01-01 09:33:02,AAPL,320,0.12
2025-01-01 09:33:03,AAPL,603,0.1
2025-01-01 09:33:04,AAPL,499,0.52
2025-01-01 09:33:05,AAPL,494,-0.62
2025-01-01 09:33:06,AAPL,967,0.65
2025-01-01 09:33:07,AAPL,219,0.72
2025-01-01 09:33:08,AAPL,672,0.72
2025-01-01 09:33:09,AAPL,794,0.67
2025-01-01 09:33:10,AAPL,639,0.06
2025-01-01 09:33:11,AAPL,670,0.39
2025-01-01 09:33:12,AAPL,217,0.37
2025-01-01 09:33:13,AAPL,727,-0.51
2025-01-01 09:33:14,AAPL,730,-0.21
2025-01-01 09:33:15,AAPL,459,-0.59
2025-01-01 09:33:16,AAPL,401,0.61
2025-01-01 09:33:17,AAPL,629,0.33
2025-01-01 09:33:18,AAPL,147,-0.19
2025-01-01 09:33:19,AAPL,521,0.71
2025-01-01 09:33:20,AAPL,354,-0.32
2025-01-01 09:33:21,AAPL,157,-0.53
2025-01-01 09:33:22,AAPL,705,-0.59
2025-01-01 09:33:23,AAPL,239,0.45
2025-01-01 09:33:24,AAPL,713,-0.96
2025-01-01 09:33:25,AAPL,317,0.83
2025-01-01 09:33:26,AAPL,571,-0.25
2025-01-01 09:33:27,AAPL,382,-0.89
2025-01-01 09:33:28,AAPL,568,0.47
2025-01-01 09:33:29,AAPL,291,0.8
2025-01-01 09:33:30,AAPL,207,-0.79
2025-01-01 09:33:31,AAPL,860,0.16
2025-01-01 09:33:32,AAPL,608,-0.23
2025-01-01 09:33:33,AAPL,483,-0.52
2025-01-01 09:33:34,AAPL,227,0.32
2025-01-01 09:33:35,AAPL,603,-0.07
2025-01-01 09:33:36,AAPL,717,0.69
2025-01-01 09:33:37,AAPL,292,-0.2
2025-01-01 09:33:38,AAPL,685,0.8
2025-01-01 09:33:39,AAPL,430,-0.16
2025-01-01 09:33:40,AAPL,674,-0.9
2025-01-01 09:33:41,AAPL,294,-0.03
2025-01-01 09:33:42,AAPL,752,-0.51
2025-01-01 09:33:43,AAPL,935,-0.46
2025-01-01 09:33:44,AAPL,963,0.7
2025-01-01 09:33:45,AAPL,207,-0.88
2025-01-01 09:33:46,AAPL,944,0.32
2025-01-01 09:33:47,AAPL,887,-0.03
2025-01-01 09:33:48,AAPL,249,-0.71
2025-01-01 09:33:49,AAPL,495,-0.35
2025-01-01 09:33:50,AAPL,289,0.08
2025-01-01 09:33:51,AAPL,153,0.75
2025-01-01 09:33:52,AAPL,871,-0.15
2025-01-01 09:33:53,AAPL,539,-0.89
2025-01-01 09:33:54,AAPL,458,-0.07
2025-01-01 09:33:55,AAPL,528,-0.76
2025-01-01 09:33:56,AAPL,419,0.63
2025-01-01 09:33:57,AAPL,170,0.19
2025-01-01 09:33:58,AAPL,138,0.0
2025-01-01 09:33:59,AAPL,865,0.87
2025-01-01 09:34:00,AAPL,847,0.5
2025-01-01 09:34:01,AAPL,323,-0.56
2025-01-01 09:34:02,AAPL,722,0.71
2025-01-01 09:34:03,AAPL,507,0.05
2025-01-01 09:34:04,AAPL,654,0.11
2025-01-01 09:34:05,AAPL,368,-0.66
2025-01-01 09:34:06,AAPL,986,0.22
2025-01-01 09:34:07,AAPL,627,0.27
2025-01-01 09:34:08,AAPL,412,-0.6
2025-01-01 09:34:09,AAPL,200,0.82
2025-01-01 09:34:10,AAPL,100,-0.61
2025-01-01 09:34:11,AAPL,120,-0.15
2025-01-01 09:34:12,AAPL,988,0.77
2025-01-01 09:34:13,AAPL,173,0.82
2025-01-01 09:34:14,AAPL,733,0.15
2025-01-01 09:34:15,AAPL,566,0.91
2025-01-01 09:34:16,AAPL,314,0.71
2025-01-01 09:34:17,AAPL,825,0.72
2025-01-01 09:34:18,AAPL,798,0.21
2025-01-01 09:34:19,AAPL,661,0.26
2025-01-01 09:34:20,AAPL,864,-0.17
2025-01-01 09:34:21,AAPL,961,0.19
2025-01-01 09:34:22,AAPL,994,-0.14
2025-01-01 09:34:23,AAPL,288,0.02
2025-01-01 09:34:24,AAPL,943,0.91
2025-01-01 09:34:25,AAPL,225,-0.01
2025-01-01 09:34:26,AAPL,809,-0.84
2025-01-01 09:34:27,AAPL,305,0.09
2025-01-01 09:34:28,AAPL,490,-0.48
2025-01-01 09:34:29,AAPL,708,0.88
2025-01-01 09:34:30,AAPL,815,0.2
2025-01-01 09:34:31,AAPL,526,-0.83
2025-01-01 09:34:32,AAPL,251,-0.84
2025-01-01 09:34:33,AAPL,637,-0.15
2025-01-01 09:34:34,AAPL,507,0.69
2025-01-01 09:34:35,AAPL,535,0.06
2025-01-01 09:34:36,AAPL,479,0.48
2025-01-01 09:34:37,AAPL,873,-0.59
2025-01-01 09:34:38,AAPL,992,-0.13
2025-01-01 09:34:39,AAPL,118,0.85
2025-01-01 09:34:40,AAPL,953,0.12
2025-01-01 09:34:41,AAPL,952,-0.44
2025-01-01 09:34:42,AAPL,675,0.1
2025-01-01 09:34:43,AAPL,317,0.73
2025-01-01 09:34:44,AAPL,896,-0.56
2025-01-01 09:34:45,AAPL,496,0.3
2025-01-01 09:34:46,AAPL,952,-0.06
2025-01-01 09:34:47,AAPL,411,-0.76
2025-01-01 09:34:48,AAPL,406,-0.59
2025-01-01 09:34:49,AAPL,781,0.85
2025-01-01 09:34:50,AAPL,314,-0.99
2025-01-01 09:34:51,AAPL,313,0.38
2025-01-01 09:34:52,AAPL,513,0.23
2025-01-01 09:34:53,AAPL,504,-0.81
2025-01-01 09:34:54,AAPL,903,-0.05
2025-01-01 09:34:55,AAPL,292,0.18
2025-01-01 09:34:56,AAPL,217,-0.68
2025-01-01 09:34:57,AAPL,295,0.21
2025-01-01 09:34:58,AAPL,310,-0.32
2025-01-01 09:34:59,AAPL,865,0.32
2025-01-01 09:35:00,AAPL,378,-0.76
2025-01-01 09:35:01,AAPL,578,0.7
2025-01-01 09:35:02,AAPL,787,-0.56
2025-01-01 09:35:03,AAPL,578,-0.46
2025-01-01 09:35:04,AAPL,541,0.97
2025-01-01 09:35:05,AAPL,811,-0.95
2025-01-01 09:35:06,AAPL,863,-0.92
2025-01-01 09:35:07,AAPL,709,0.75
2025-01-01 09:35:08,AAPL,664,0.67
2025-01-01 09:35:09,AAPL,702,-0.82
2025-01-01 09:35:10,AAPL,213,-0.38
2025-01-01 09:35:11,AAPL,962,0.95
2025-01-01 09:35:12,AAPL,401,-0.12
2025-01-01 09:35:13,AAPL,315,0.93
2025-01-01 09:35:14,AAPL,105,0.16
2025-01-01 09:35:15,AAPL,944,-0.58
2025-01-01 09:35:16,AAPL,581,-0.41
2025-01-01 09:35:17,AAPL,211,0.64
2025-01-01 09:35:18,AAPL,165,0.35
2025-01-01 09:35:19,AAPL,854,-0.55
2025-01-01 09:35:20,AAPL,992,-0.67
2025-01-01 09:35:21,AAPL,807,-0.17
2025-01-01 09:35:22,AAPL,614,0.26
2025-01-01 09:35:23,AAPL,385,-0.86
2025-01-01 09:35:24,AAPL,792,-0.53
2025-01-01 09:35:25,AAPL,995,-0.6
2025-01-01 09:35:26,AAPL,964,-0.02
2025-01-01 09:35:27,AAPL,285,0.83
2025-01-01 09:35:28,AAPL,133,-0.75
2025-01-01 09:35:29,AAPL,432,0.02
2025-01-01 09:35:30,AAPL,933,0.36
2025-01-01 09:35:31,AAPL,175,0.63
2025-01-01 09:35:32,AAPL,101,0.33
2025-01-01 09:35:33,AAPL,924,0.92
2025-01-01 09:35:34,AAPL,355,-0.82
2025-01-01 09:35:35,AAPL,189,-0.91
2025-01-01 09:35:36,AAPL,762,-0.32
2025-01-01 09:35:37,AAPL,482,-0.58
2025-01-01 09:35:38,AAPL,202,-0.32
2025-01-01 09:35:39,AAPL,124,-0.36
2025-01-01 09:35:40,AAPL,712,-0.6
2025-01-01 09:35:41,AAPL,582,-0.65
2025-01-01 09:35:42,AAPL,732,0.97
2025-01-01 09:35:43,AAPL,753,-0.96
2025-01-01 09:35:44,AAPL,773,0.04
2025-01-01 09:35:45,AAPL,392,0.6
2025-01-01 09:35:46,AAPL,800,-0.57
2025-01-01 09:35:47,AAPL,851,-0.76
2025-01-01 09:35:48,AAPL,722,0.7
2025-01-01 09:35:49,AAPL,863,0.34
2025-01-01 09:35:50,AAPL,900,0.87
2025-01-01 09:35:51,AAPL,729,-0.47
2025-01-01 09:35:52,AAPL,669,0.42
2025-01-01 09:35:53,AAPL,754,-0.67
2025-01-01 09:35:54,AAPL,579,0.11
2025-01-01 09:35:55,AAPL,265,-0.17
2025-01-01 09:35:56,AAPL,755,0.53
2025-01-01 09:35:57,AAPL,433,0.19
2025-01-01 09:35:58,AAPL,926,-0.46
2025-01-01 09:35:59,AAPL,693,-0.28
2025-01-01 09:36:00,AAPL,738,0.05
2025-01-01 09:36:01,AAPL,227,0.26
2025-01-01 09:36:02,AAPL,637,-0.85
2025-01-01 09:36:03,AAPL,432,-0.03
2025-01-01 09:36:04,AAPL,778,-0.99
2025-01-01 09:36:05,AAPL,829,-0.5
2025-01-01 09:36:06,AAPL,301,-0.48
2025-01-01 09:36:07,AAPL,415,0.95
2025-01-01 09:36:08,AAPL,297,0.79
2025-01-01 09:36:09,AAPL,164,0.14
2025-01-01 09:36:10,AAPL,891,0.05
2025-01-01 09:36:11,AAPL,515,0.12
2025-01-01 09:36:12,AAPL,204,-0.12
2025-01-01 09:36:13,AAPL,897,-0.05
2025-01-01 09:36:14,AAPL,799,0.5
2025-01-01 09:36:15,AAPL,268,0.09
2025-01-01 09:36:16,AAPL,882,-0.37
2025-01-01 09:36:17,AAPL,895,-0.56
2025-01-01 09:36:18,AAPL,364,0.62
2025-01-01 09:36:19,AAPL,265,0.24
2025-01-01 09:36:20,AAPL,576,0.26
2025-01-01 09:36:21,AAPL,184,-0.33
2025-01-01 09:36:22,AAPL,549,0.32
2025-01-01 09:36:23,AAPL,753,0.7
2025-01-01 09:36:24,AAPL,304,0.31
2025-01-01 09:36:25,AAPL,242,0.13
2025-01-01 09:36:26,AAPL,897,0.91
2025-01-01 09:36:27,AAPL,412,0.34
2025-01-01 09:36:28,AAPL,678,0.41
2025-01-01 09:36:29,AAPL,378,-0.96
2025-01-01 09:36:30,AAPL,751,0.83
2025-01-01 09:36:31,AAPL,716,0.86
2025-01-01 09:36:32,AAPL,173,-0.63
2025-01-01 09:36:33,AAPL,286,-0.43
2025-01-01 09:36:34,AAPL,234,-0.94
2025-01-01 09:36:35,AAPL,541,-0.84
2025-01-01 09:36:36,AAPL,888,0.55
2025-01-01 09:36:37,AAPL,637,0.73
2025-01-01 09:36:38,AAPL,679,-0.18
2025-01-01 09:36:39,AAPL,649,0.89
2025-01-01 09:36:40,AAPL,424,0.43
2025-01-01 09:36:41,AAPL,767,-0.05
2025-01-01 09:36:42,AAPL,977,0.81
2025-01-01 09:36:43,AAPL,903,-0.75
2025-01-01 09:36:44,AAPL,155,0.68
2025-01-01 09:36:45,AAPL,533,0.67
2025-01-01 09:36:46,AAPL,575,0.41
2025-01-01 09:36:47,AAPL,814,0.89
2025-01-01 09:36:48,AAPL,761,0.41
2025-01-01 09:36:49,AAPL,752,0.18
2025-01-01 09:36:50,AAPL,222,-0.96
2025-01-01 09:36:51,AAPL,632,0.38
2025-01-01 09:36:52,AAPL,931,-0.61
2025-01-01 09:36:53,AAPL,328,-0.77
2025-01-01 09:36:54,AAPL,154,0.67
2025-01-01 09:36:55,AAPL,836,0.76
2025-01-01 09:36:56,AAPL,220,-0.74
2025-01-01 09:36:57,AAPL,748,0.32
2025-01-01 09:36:58,AAPL,620,-0.42
2025-01-01 09:36:59,AAPL,272,-0.53
2025-01-01 09:37:00,AAPL,291,-0.18
2025-01-01 09:37:01,AAPL,616,0.45
2025-01-01 09:37:02,AAPL,930,0.78
2025-01-01 09:37:03,AAPL,138,0.15
2025-01-01 09:37:04,AAPL,300,0.37
2025-01-01 09:37:05,AAPL,307,0.45
2025-01-01 09:37:06,AAPL,960,-0.0
2025-01-01 09:37:07,AAPL,698,-0.29
2025-01-01 09:37:08,AAPL,405,-0.19
2025-01-01 09:37:09,AAPL,670,0.45
2025-01-01 09:37:10,AAPL,416,0.34
2025-01-01 09:37:11,AAPL,932,-0.4
2025-01-01 09:37:12,AAPL,868,-0.22
2025-01-01 09:37:13,AAPL,897,0.01
2025-01-01 09:37:14,AAPL,175,0.89
2025-01-01 09:37:15,AAPL,722,0.68
2025-01-01 09:37:16,AAPL,463,-0.61
2025-01-01 09:37:17,AAPL,191,0.13
2025-01-01 09:37:18,AAPL,438,-0.46
2025-01-01 09:37:19,AAPL,334,0.29
2025-01-01 09:37:20,AAPL,128,1.0
2025-01-01 09:37:21,AAPL,969,0.06
2025-01-01 09:37:22,AAPL,769,-0.96
2025-01-01 09:37:23,AAPL,363,0.68
2025-01-01 09:37:24,AAPL,375,-0.49
2025-01-01 09:37:25,AAPL,982,-0.19
2025-01-01 09:37:26,AAPL,882,-0.8
2025-01-01 09:37:27,AAPL,906,0.26
2025-01-01 09:37:28,AAPL,991,0.17
2025-01-01 09:37:29,AAPL,443,0.81
2025-01-01 09:37:30,AAPL,721,-0.18
2025-01-01 09:37:31,AAPL,585,0.94
2025-01-01 09:37:32,AAPL,918,0.34
2025-01-01 09:37:33,AAPL,417,-0.13
2025-01-01 09:37:34,AAPL,731,-0.52
2025-01-01 09:37:35,AAPL,264,-0.25
2025-01-01 09:37:36,AAPL,608,-0.61
2025-01-01 09:37:37,AAPL,326,0.42
2025-01-01 09:37:38,AAPL,746,0.23
2025-01-01 09:37:39,AAPL,429,0.02
2025-01-01 09:37:40,AAPL,168,0.04
2025-01-01 09:37:41,AAPL,478,-0.46
2025-01-01 09:37:42,AAPL,458,-0.78
2025-01-01 09:37:43,AAPL,207,0.74
2025-01-01 09:37:44,AAPL,312,0.41
2025-01-01 09:37:45,AAPL,144,0.17
2025-01-01 09:37:46,AAPL,537,0.86
2025-01-01 09:37:47,AAPL,230,-0.24
2025-01-01 09:37:48,AAPL,486,-0.33
2025-01-01 09:37:49,AAPL,240,0.89
2025-01-01 09:37:50,AAPL,883,-0.11
2025-01-01 09:37:51,AAPL,471,0.6
2025-01-01 09:37:52,AAPL,505,0.94
2025-01-01 09:37:53,AAPL,615,-0.22
2025-01-01 09:37:54,AAPL,649,0.63
2025-01-01 09:37:55,AAPL,668,0.76
2025-01-01 09:37:56,AAPL,693,0.54
2025-01-01 09:37:57,AAPL,500,0.04
2025-01-01 09:37:58,AAPL,561,0.9
2025-01-01 09:37:59,AAPL,227,0.96
2025-01-01 09:38:00,AAPL,982,0.92
2025-01-01 09:38:01,AAPL,309,0.62
2025-01-01 09:38:02,AAPL,127,-0.17
2025-01-01 09:38:03,AAPL,580,-0.47
2025-01-01 09:38:04,AAPL,997,-0.56
2025-01-01 09:38:05,AAPL,112,0.18
2025-01-01 09:38:06,AAPL,519,-0.23
2025-01-01 09:38:07,AAPL,623,0.07
2025-01-01 09:38:08,AAPL,627,-0.88
2025-01-01 09:38:09,AAPL,912,0.21
2025-01-01 09:38:10,AAPL,928,-0.22
2025-01-01 09:38:11,AAPL,781,0.31
2025-01-01 09:38:12,AAPL,930,-0.6
2025-01-01 09:38:13,AAPL,115,-0.29
2025-01-01 09:38:14,AAPL,752,-0.32
2025-01-01 09:38:15,AAPL,851,0.72
2025-01-01 09:38:16,AAPL,715,-0.27
2025-01-01 09:38:17,AAPL,608,-0.35
2025-01-01 09:38:18,AAPL,921,-0.84
2025-01-01 09:38:19,AAPL,790,0.36
2025-01-01 09:38:20,AAPL,713,0.86
2025-01-01 09:38:21,AAPL,859,-0.77
2025-01-01 09:38:22,AAPL,805,-0.17
2025-01-01 09:38:23,AAPL,152,0.62
2025-01-01 09:38:24,AAPL,354,0.87
2025-01-01 09:38:25,AAPL,350,0.63
2025-01-01 09:38:26,AAPL,161,-0.2
2025-01-01 09:38:27,AAPL,407,-0.5
2025-01-01 09:38:28,AAPL,167,-0.66
2025-01-01 09:38:29,AAPL,161,-0.85
2025-01-01 09:38:30,AAPL,871,-0.97
2025-01-01 09:38:31,AAPL,621,0.88
2025-01-01 09:38:32,AAPL,355,-0.23
2025-01-01 09:38:33,AAPL,736,-0.1
2025-01-01 09:38:34,AAPL,227,0.57
2025-01-01 09:38:35,AAPL,332,0.46
2025-01-01 09:38:36,AAPL,683,-0.87
2025-01-01 09:38:37,AAPL,757,0.23
2025-01-01 09:38:38,AAPL,997,0.39
2025-01-01 09:38:39,AAPL,798,-0.67
2025-01-01 09:38:40,AAPL,381,0.13
2025-01-01 09:38:41,AAPL,347,-0.24
2025-01-01 09:38:42,AAPL,980,-0.88
2025-01-01 09:38:43,AAPL,488,0.65
2025-01-01 09:38:44,AAPL,253,-0.73
2025-01-01 09:38:45,AAPL,620,0.43
2025-01-01 09:38:46,AAPL,365,-0.98
2025-01-01 09:38:47,AAPL,851,0.96
2025-01-01 09:38:48,AAPL,601,-0.21
2025-01-01 09:38:49,AAPL,689,0.55
2025-01-01 09:38:50,AAPL,481,0.29
2025-01-01 09:38:51,AAPL,154,-0.88
2025-01-01 09:38:52,AAPL,651,0.32
2025-01-01 09:38:53,AAPL,662,-0.51
2025-01-01 09:38:54,AAPL,886,0.19
2025-01-01 09:38:55,AAPL,301,-0.81
2025-01-01 09:38:56,AAPL,172,-0.49
2025-01-01 09:38:57,AAPL,661,-0.35
2025-01-01 09:38:58,AAPL,790,-0.54
2025-01-01 09:38:59,AAPL,968,-0.97
2025-01-01 09:39:00,AAPL,840,0.49
2025-01-01 09:39:01,AAPL,326,0.56
2025-01-01 09:39:02,AAPL,454,-0.05
2025-01-01 09:39:03,AAPL,899,-1.0
2025-01-01 09:39:04,AAPL,301,-0.39
2025-01-01 09:39:05,AAPL,502,0.96
2025-01-01 09:39:06,AAPL,273,-0.41
2025-01-01 09:39:07,AAPL,968,-0.27
2025-01-01 09:39:08,AAPL,558,0.44
2025-01-01 09:39:09,AAPL,179,0.59
2025-01-01 09:39:10,AAPL,563,-0.81
2025-01-01 09:39:11,AAPL,519,0.65
2025-01-01 09:39:12,AAPL,793,0.83
2025-01-01 09:39:13,AAPL,521,-0.28
2025-01-01 09:39:14,AAPL,522,-0.38
2025-01-01 09:39:15,AAPL,971,0.37
2025-01-01 09:39:16,AAPL,219,-0.99
2025-01-01 09:39:17,AAPL,319,-0.58
2025-01-01 09:39:18,AAPL,922,-0.18
2025-01-01 09:39:19,AAPL,914,0.64
2025-01-01 09:39:20,AAPL,180,-0.17
2025-01-01 09:39:21,AAPL,793,-0.03
2025-01-01 09:39:22,AAPL,563,0.78
2025-01-01 09:39:23,AAPL,618,-0.94
2025-01-01 09:39:24,AAPL,863,-0.27
2025-01-01 09:39:25,AAPL,193,-0.63
2025-01-01 09:39:26,AAPL,467,0.04
2025-01-01 09:39:27,AAPL,660,-0.34
2025-01-01 09:39:28,AAPL,824,-0.34
2025-01-01 09:39:29,AAPL,254,0.97
